,sno,complaint,complaint_description,complaint_type,recieved_date,incident_date,county,incident_closed_date,incident_status_desc,incident_zip
1189,1190,59019,Lead and asbestos at the Baltimore Furniture Bank.,Air,2022-01-07,2022-01-06,Baltimore City,2022-01-07,Incident Closed - No further action,
1190,1191,59016,Numerous concerns regarding the installation of a crematory at Hartzler Funeral Home,Air,2022-01-05,2022-01-05,Carroll,2022-01-05,Incident Closed-Managed,21776
1191,1192,59011,Odor in Home,Odor,2021-12-28,,Washington,2021-12-30,Incident Closed - No further action,21795
1192,1193,59010,illegal tire burning,Other,2021-12-28,2021-12-28,Prince George's,2021-12-28,Incident Closed-Managed,20782
1193,1194,59009,Cloud Of Smoke,Smoke,2021-12-20,2021-12-20,Allegany,,Referred to Outside Agency,26726
1194,1195,59007,Smoke/Odor,Smoke,2021-12-20,2021-12-20,Allegany,,Referred to Outside Agency,26726
1195,1196,59006,Burning plastic.,Air,2021-12-29,2021-12-28,Frederick,,Under Investigation,21703
1196,1197,59005,The caller would like to find a list of Environmental Consultants that would assist with indoor air quality concerns.,Air,2021-12-21,2021-12-21,Montgomery,2021-12-28,Incident Closed - No further action,
1197,1198,59004,Neighbor burning trash in the area,Other,2021-12-22,2021-12-22,Prince George's,2021-12-22,Incident Closed-Managed,
1198,1199,59002,"""Commercial sandblasting on private property next to Tabler Road and a stream.""",Air,2021-12-27,2021-12-21,Frederick,2021-12-28,Incident Closed-Managed,
1199,1200,58995,Odor Complaint,Odor,2021-12-05,2021-12-05,Dorchester,2021-12-05,Incident Closed - No further action,21835
1200,1201,58994,Debris on Road,Other,2021-12-02,,Allegany,2022-03-09,Incident Closed-Managed,21502
1201,1202,58991,Smoke from neighbors smoke stack.,Smoke,2021-12-15,2021-12-15,Harford,,Referred to Outside Agency,
1202,1203,58990,Dust,Air,2021-12-21,2021-12-17,Frederick,2022-01-18,Incident Closed-Managed,
1203,1204,58989,Truckers on complainant's road have hit two of her trees.,Other,2021-12-16,2021-12-16,Harford,,Incident Not Applicable to MDE,
1204,1205,58988,Neighbor is smoking in apartment next door.,Smoke,2021-12-13,2021-12-12,Harford,,Referred to Outside Agency,
1205,1206,58987,Open Burning,Open Burning,2021-12-01,2021-11-07,Washington,2022-06-16,Incident Closed-Managed,21742
1206,1207,58981,Odor around Beachwood Road in Baltimore County,Odor,2021-12-13,2021-12-13,Baltimore,2022-01-27,Incident Closed-Managed,21222
1207,1208,58980,He smells an industrial odor in the residential neighborhood.,Odor,2021-12-04,2021-12-04,Baltimore City,2021-12-15,Incident Closed-Managed,
1208,1209,58979,That a lead and mold inspection needs to be completed at her home.,Lead Paint Poisoning Complaint,2021-12-02,2021-12-02,Baltimore City,2021-12-15,Incident Closed - No further action,
1209,1210,58978,That neighbor is open burning and creating smoke emissions.,Smoke,2021-12-02,2021-12-02,Calvert,2021-12-15,Incident Closed - No further action,
1210,1211,58976,He smells an industrial odor in the residential neighborhood.,Odor,2021-12-01,2021-12-01,Baltimore City,2021-12-15,Incident Closed-Managed,
1211,1212,58975,He smells an industrial odor in the residential neighborhood.,Odor,2021-11-20,2021-11-20,Baltimore City,2021-12-15,Incident Closed-Managed,
1212,1213,58974,That neighbor is renovating exterior of home and creating paint fugitive emissions.,Fugitive Dust/Particulate Matter,2021-09-27,2021-09-27,Baltimore City,2021-12-15,Incident Closed - No further action,
1213,1214,58973,He smells an industrial odor in the residential neighborhood.,Odor,2021-11-18,2021-11-18,Baltimore City,2021-12-15,Incident Closed-Managed,
1214,1215,58972,He smells an industrial odor in the residential neighborhood.,Odor,2021-11-11,2021-11-11,Baltimore City,2021-12-15,Incident Closed-Managed,
1215,1216,58958,Air quality concerns from crushing and screening businesses along Sands Road.,Air,2021-12-08,2021-11-30,Anne Arundel,,Under Investigation,
1216,1217,58939,Odor Complaint,Odor,2021-11-21,2021-11-21,Dorchester,2021-11-30,Incident Closed - No further action,21835
1217,1218,58938,Odor Complaint,Odor,2021-11-30,2021-11-21,Dorchester,2021-11-30,Incident Closed - No further action,21835
1218,1219,58937,Odor Complaint,Odor,2021-11-21,2021-11-21,Dorchester,2021-11-21,Incident Closed - No further action,21835
1219,1220,58936,Odor Complaint,Odor,2021-11-17,2021-11-17,Dorchester,2021-11-17,Incident Closed - No further action,21835
1220,1221,58930,Employees of Target smoking outside of store.,Smoke,2021-11-22,2021-11-22,Baltimore,,Incident Not Applicable to MDE,
1221,1222,58924,complaints from PG citizen,Other,2021-11-18,2021-11-18,Prince George's,2021-11-22,Incident Closed-Managed,
1222,1223,58923,"Air inside Michael and Son Sportsplex in Rockville is poor/ toxic, making people ill.","Air, Odor",2021-11-18,2021-11-02,Montgomery,,Referred to Outside Agency,20850
1223,1224,58912,"Complainant states ""The Plant is spraying hydrogen sulfates acid at 8PM.  Smell it in the air & coming from the ground & sewers.  This is near the Salvation Army on Old Washington RD.""",Air,2021-11-16,2021-11-12,Charles,2021-11-16,Incident Closed-No Violation Observed,
1224,1225,58909,"Pesticides, Possible Health Issues",Other,2021-11-09,,Garrett,,Referred to Outside Agency,
1225,1226,58908,"""Bees Wings"" Corn Dust",Fugitive Dust/Particulate Matter,2021-11-08,,Washington,2022-06-21,Incident Closed - No further action,21742
1226,1227,58907,"""Bees Wings"" Corn Dust",Fugitive Dust/Particulate Matter,2021-11-04,2021-11-04,Washington,2022-06-21,Incident Closed - No further action,21742
1227,1228,58903,Odor Complaint,Odor,2021-11-11,2021-11-11,Dorchester,2021-11-11,Incident Closed - No further action,21835
1228,1229,58902,"Tobacco smoke and odor, as well as harsh detergent fumes, generated by neighbor are coming into the home.","Air, Fumes, Odor, Smoke",2021-11-12,2021-11-12,Montgomery,,Referred to Outside Agency,20902
1229,1230,58901,Odor Complaint,Odor,2021-11-11,2021-11-11,Dorchester,2021-11-11,Incident Closed - No further action,21835
1230,1231,58900,Air quality in Texas area,Air,2021-11-11,2021-11-11,Baltimore,2021-11-12,Incident Closed-Managed,
1231,1232,58899,Indoor air quality in home,Fumes,2021-11-09,2021-11-09,Harford,2021-11-12,Incident Closed-Managed,
1232,1233,58892,He smells an industrial odor in the residential neighborhood.,Odor,2021-11-06,2021-11-06,Baltimore City,2021-11-09,Incident Closed-Managed,
1233,1234,58888,Odors/fumes from the Businesses at 8249 Waterford Road.,Air,2021-11-08,2021-11-07,Anne Arundel,2021-11-09,Incident Closed-Managed,21122
1234,1235,58886,smoking in commercial building.,Other,2021-11-02,2021-11-02,Prince George's,2021-11-05,Incident Closed-Managed,
1235,1236,58885,Mold in Apartment unit,Other,2021-11-01,2021-11-01,Prince George's,2021-11-05,Incident Closed-Managed,
1236,1237,58872,Smoke from burning leaves.  Neighbor's backyard.,Air,2021-10-29,2021-10-27,Anne Arundel,2021-10-27,Incident Closed - No further action,
1237,1238,58869,He observed strong odors on 83.  (LDS 10/26/21),Odor,2021-10-14,2021-10-14,,2021-10-29,Incident Closed-Managed,
1238,1239,58868,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-25,2021-10-25,Baltimore City,2021-10-29,Incident Closed-Managed,
1239,1240,58867,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-24,2021-10-24,Baltimore City,2021-10-29,Incident Closed-Managed,
1240,1241,58866,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-21,2021-10-21,Baltimore City,2021-10-29,Incident Closed-Managed,
1241,1242,58862,He observed strong odors at a bus stop.,Odor,2021-10-14,2021-10-14,Baltimore City,2021-10-29,Incident Closed-Managed,
1242,1243,58861,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-12,2021-10-12,Baltimore City,2021-10-29,Incident Closed-Managed,
1243,1244,58860,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-10,2021-10-10,Baltimore City,2021-10-29,Incident Closed-Managed,
1244,1245,58859,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-08,2021-10-08,Baltimore City,2021-10-29,Incident Closed-Managed,
1245,1246,58858,He smells an industrial odor in the residential neighborhood.,Odor,2021-09-24,2021-09-24,Baltimore City,2021-10-29,Incident Closed-Managed,
1246,1247,58857,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-06,2021-10-06,Baltimore City,2021-10-29,Incident Closed-Managed,
1247,1248,58856,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-03,2021-10-03,Baltimore City,2021-10-29,Incident Closed-Managed,
1248,1249,58848,Questions regarding the Maryland Healthy Air Act.,Air,2021-10-26,2021-10-26,Not Yet Determined,2021-10-27,Incident Closed-Managed,
1249,1250,58847,Noxious odor in Cheverly area,Other,2021-10-20,2021-10-20,Prince George's,2021-10-26,Incident Closed-Managed,
1250,1251,58845,Odor Complaint,Odor,2021-10-24,2021-10-24,Dorchester,2021-10-24,Incident Closed - No further action,21835
1251,1252,58844,Odor Complaint,Odor,2021-10-08,2021-10-08,Dorchester,2021-10-08,Incident Closed - No further action,21835
1252,1253,58843,Odor Complaint,Odor,2021-10-08,2021-10-08,Dorchester,2021-10-08,Incident Closed - No further action,21835
1253,1254,58842,Odor Complaint,Odor,2021-10-09,2021-10-09,Dorchester,2021-10-09,Incident Closed - No further action,21835
1254,1255,58841,Open burning of leaves in his neighbor's backyard firepit.,Air,2021-10-26,2021-10-25,Anne Arundel,2021-10-26,Incident Closed - No further action,
1255,1256,58840,"Dust from excavation site.  Concrete pad for 130,000sq.ft already constructed.",Air,2021-10-26,2021-10-22,Anne Arundel,2021-11-03,Incident Closed-No Violation Observed,21076
1256,1257,58839,"Street scape project.  New storm drains, street, sidewalk and curbs.  Dust.",Air,2021-10-26,2021-10-22,Frederick,2021-10-28,Incident Closed-No Violation Observed,
1257,1258,58838,"Inquiring information about the ASAP dry cleaner.  (soil tests, history)",Air,2021-10-26,2021-10-21,Baltimore,2021-10-21,Incident Closed-No Violation Observed,
1258,1259,58836,Chemical odor inside Walmart store,Odor,2021-10-21,2021-10-20,Worcester,2022-03-08,Incident Closed-Managed,21811
1259,1260,58828,Open Burning Plastics,Open Burning,2021-10-22,,Washington,,Referred to Outside Agency,21742
1260,1261,58827,Open Burning Tires,Open Burning,2021-10-21,,Allegany,,Referred to Outside Agency,21502
1261,1262,58826,Odor of Marijuana,Odor,2021-10-13,,Allegany,2022-03-10,Incident Closed-No Violation Observed,21501
1262,1263,58821,Noxious smell in the area,Other,2021-10-18,2021-10-18,Prince George's,2021-10-20,Incident Closed-Managed,
1263,1264,58819,Strong Industrial smell in Cheverly area,Other,2021-10-15,2021-10-15,Prince George's,2021-10-20,Incident Closed-Managed,
1264,1265,58818,Mold and air quality in the vents in her rental property.,Air,2021-10-19,2021-10-18,Anne Arundel,2021-10-18,Incident Closed - No further action,
1265,1266,58810,Smoke and odor from neighbor burning leaves and other materials.,Open Burning,2021-10-01,2021-09-30,Wicomico,2021-10-01,Incident Closed-No Violation Observed,21801
1266,1267,58809,"Dust on her car, etc., from contractors building",Air,2021-10-18,2021-10-15,Anne Arundel,2021-10-19,Incident Closed-Managed,21076
1267,1268,58800,Damage to Property from Blasting,Other,2021-10-08,,Washington,2022-06-21,Incident Closed - No further action,21722
1268,1269,58799,paint fumes odor,Other,2021-10-12,2021-10-12,Prince George's,2021-10-18,Incident Closed-Managed,20743
1269,1270,58798,Odor in Cheverly area,Other,2021-10-09,2021-10-09,Prince George's,2021-10-12,Incident Closed-Managed,
1270,1271,58797,Fumes and spray painting on cars,Other,2021-10-11,2021-10-11,Howard,,Referred to Outside Agency,21075
1271,1272,58790,Inquiry about requirements for sand blasting.,Air,2021-10-07,2021-10-05,Anne Arundel,2021-10-05,Incident Closed - No further action,
1272,1273,58777,Ground/Stream Water Pollution,Groundwater Contamination,2021-10-05,,Allegany,2021-10-05,Incident Closed - No further action,21502
1273,1274,58774,Radon Gas in Home,Other,2021-10-04,,Allegany,2021-10-05,Incident Closed - No further action,
1274,1275,58773,Odor Complaint,Odor,2021-10-02,2021-10-02,Dorchester,2021-10-02,Incident Closed - No further action,21835
1275,1276,58772,Odor Complaint,Odor,2021-09-23,2021-09-23,Dorchester,2021-09-23,Incident Closed - No further action,21835
1276,1277,58771,Odor Complaint,Odor,2021-09-22,2021-09-22,Dorchester,2021-09-22,Incident Closed - No further action,21835
1277,1278,58768,Odor Complaint,Odor,2021-09-22,2021-09-22,Dorchester,2021-09-22,Incident Closed - No further action,21835
1278,1279,58766,Dust From Neighbor's Construction Project,Fugitive Dust/Particulate Matter,2021-09-28,2021-09-25,Washington,2022-04-19,Incident Closed-Managed,21740
1279,1280,58763,"Concerns about the air quality in Mexico Farms area, Cumberland, MD",Air,2021-08-31,2021-08-31,Allegany,2021-10-06,Incident Closed-No Violation Observed,21502
1280,1281,58762,"Her CO detector alarmed in her RV and believes odors are coming from her neighbor's property, which is now zoned commercial",Air,2021-10-04,2021-09-30,Anne Arundel,2021-10-05,Incident Closed-Managed,21122
1281,1282,58762,"Her CO detector alarmed in her RV and believes odors are coming from her neighbor's property, which is now zoned commercial",Air,2021-10-04,2021-09-30,Anne Arundel,2021-10-05,Incident Closed-Managed,21122
1282,1283,58761,Odor from open burning of trash at her neighbor's yard.,Air,2021-10-04,2021-09-30,Anne Arundel,,Under Investigation,21401
1283,1284,58756,Open burning odors from a mobile home park up the street from the Complainant.,Air,2021-09-30,2021-09-29,Anne Arundel,,Under Investigation,21060
1284,1285,58754,Odors from neighbor's dog feces,Odor,2021-09-27,2021-09-27,Baltimore,2021-09-27,Incident Closed - No further action,
1285,1286,58746,"heavy smoke from Route 50 Kenilworth, Cheverly",Other,2021-09-25,2021-09-25,Prince George's,2021-09-29,Incident Closed-Managed,
1286,1287,58745,smell of burning plastic,Other,2021-09-25,2021-09-25,Prince George's,2021-09-29,Incident Closed-Managed,
1287,1288,58744,strong smell oil in the air,Other,2021-09-24,2021-09-24,Prince George's,2021-09-29,Incident Closed-Managed,
1288,1289,58743,Strong burning oil in the area.,Other,2021-09-24,2021-09-24,Prince George's,2021-09-27,Incident Closed-Managed,
1289,1290,58742,strong burning smell on Rt 50,Other,2021-09-25,2021-09-25,Prince George's,2021-09-29,Incident Closed-Managed,
1290,1291,58731,He smells an industrial odor in the residential neighborhood.,Odor,2021-09-17,2021-09-17,Baltimore City,2021-09-24,Incident Closed-Managed,
1291,1292,58730,He smells an industrial odor in the residential neighborhood.,Odor,2021-09-15,2021-09-15,Baltimore City,2021-09-24,Incident Closed-Managed,
1292,1293,48724,Odor Complaint,Odor,2021-09-22,2021-09-22,Dorchester,2021-09-22,Incident Closed - No further action,21835
1293,1294,48723,Odor Complaint,Odor,2021-09-22,2021-09-21,Dorchester,2021-09-21,Incident Closed - No further action,21835
1294,1295,48722,Odor Complaint,Odor,2021-09-22,2021-09-16,Dorchester,2021-09-19,Incident Closed - No further action,21835
1295,1296,48721,Odor Complaint,Odor,2021-09-22,2021-09-14,Dorchester,2021-09-14,Incident Closed - No further action,21835
1296,1297,48720,Odor Complaint,Odor,2021-09-22,2021-09-14,Dorchester,2021-09-14,Incident Closed - No further action,21835
1297,1298,48718,concern of ventilation system in a nail shop,Other,2021-09-20,2021-09-20,Howard,,Referred to Outside Agency,
1298,1299,48702,Smoke and odors come from former Bainbridge Navy Training Site,"Air, Odor, Open Burning, Smoke",2021-09-07,2021-09-07,Cecil,2021-09-17,Incident Closed-Managed,21904
1299,1300,48701,Idling trucks near complainant's apartment,"Air, Fumes",2021-09-10,2021-09-10,Montgomery,,Referred to Outside Agency,
1300,1301,48693,Smoke cloud and a strong smell of oil in the air coming from an unknown factory.,Air,2021-09-15,2021-09-14,Anne Arundel,2021-09-21,Incident Closed-No Violation Observed,
1301,1302,48690,He is concerned about asbestos in a renovation on his block.,Fugitive Dust/Particulate Matter,2021-09-03,2021-09-03,Baltimore City,2021-09-15,Incident Closed - No further action,
1302,1303,48689,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-30,2021-08-30,Baltimore City,2021-09-15,Incident Closed-Managed,
1303,1304,48688,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-27,2021-08-27,Baltimore City,2021-09-15,Incident Closed-Managed,
1304,1305,48687,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-26,2021-08-26,Baltimore City,2021-09-15,Incident Closed-Managed,
1305,1306,48686,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-25,2021-08-25,Baltimore City,2021-09-15,Incident Closed-Managed,
1306,1307,48685,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-20,2021-08-20,Baltimore City,2021-09-15,Incident Closed-Managed,
1307,1308,48679,"loud noise from junk yard, odor in Cheverly area",Other,2021-09-10,2021-09-10,Prince George's,2021-09-13,Incident Closed-Managed,
1308,1309,48677,Fumes coming from a metal business,Fumes,2021-09-10,2021-09-10,Baltimore,2021-09-13,Incident Closed - No further action,21222
1309,1310,48675,MOSH representative inquiring about requirements for a hookah lounge.,Air,2021-09-13,2021-09-01,Anne Arundel,2021-09-13,Incident Closed - No further action,
1310,1311,48674,Odor from neighbor burning incense candles.,Air,2021-09-13,2021-09-01,Anne Arundel,,Incident Not Applicable to MDE,
1311,1312,48673,Odor from neighbor burning incense candles.,Air,2021-09-13,2021-08-31,Anne Arundel,,Incident Not Applicable to MDE,
1312,1313,48672,Odor from neighbor burning incense candles.,Air,2021-09-13,2021-08-30,Anne Arundel,,Incident Not Applicable to MDE,
1313,1314,48671,Odor from neighbor burning incense candles.,Air,2021-09-13,2021-08-27,Anne Arundel,,Incident Not Applicable to MDE,
1314,1315,48657,Pepper processing plant creating odors in the town.,Odor,2021-09-08,2021-09-08,Dorchester,2022-03-08,Incident Closed-Managed,21643
1315,1316,48642,Odor Complaint,Odor,2021-08-26,2021-08-26,Dorchester,2021-08-26,Incident Closed - No further action,21835
1316,1317,48641,Odor Complaint,Odor,2021-08-20,2021-08-20,Dorchester,2021-08-20,Incident Closed - No further action,21835
1317,1318,48640,Odor Complaint,Odor,2021-08-31,2021-08-17,Dorchester,2021-08-17,Incident Closed - No further action,21835
1318,1319,48639,Odor Complaint,Odor,2021-08-31,2021-08-14,Dorchester,2021-08-14,Incident Closed - No further action,21835
1319,1320,48626,Odor from Neighbors,Odor,2021-08-24,2021-08-24,Washington,2022-06-21,Incident Closed - No further action,21740
1320,1321,48621,Odors from rendering plant have been bad for past two weeks.,Odor,2021-08-26,2021-08-26,Dorchester,2022-03-08,Incident Closed-Managed,21835
1321,1322,48616,Noise from her neighbor in their apartment complex.,"Air, Noise Complaint",2021-08-26,2021-08-25,Anne Arundel,,Incident Not Applicable to MDE,
1322,1323,48603,Neighbor is using hundreds of mothballs in yard and on public walk way.,"Air, Fumes, Odor",2021-08-19,2021-08-06,Montgomery,,Referred to Outside Agency,20878
1323,1324,48599,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-18,2021-08-18,Baltimore City,2021-08-20,Incident Closed-Managed,
1324,1325,48598,He smells an odor in the neighborhood when temperatures reach 75 degrees.,Odor,2021-08-11,2021-08-11,Baltimore City,2021-08-20,Incident Closed-Managed,
1325,1326,48597,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-26,2021-07-26,Baltimore City,2021-08-20,Incident Closed-Managed,
1326,1327,48595,Luis Autobody spray painting outside; fumes coming from site.,Other,2021-08-17,2021-08-17,Prince George's,2021-08-25,Incident Closed-Managed,20781
1327,1328,48590,Homeowner at 925 Kosciuszko Avenue pouring gasoline and oil in his yard to kill the weeds.,Air,2021-08-17,2021-08-11,Anne Arundel,2021-08-17,Incident Closed-Managed,
1328,1329,48589,Odor from the autobody shop.,Air,2021-08-17,2021-08-11,Anne Arundel,2021-08-18,Incident Closed-No Violation Observed,
1329,1330,48588,Homeowner pouring gasoline and oil in yard to kill weeds.,Air,2021-08-17,2021-08-11,Anne Arundel,2021-08-17,Incident Closed-Managed,
1330,1331,48587,Odor from open burning at 1476 Shot Town RD.,Air,2021-08-17,2021-08-11,Anne Arundel,,Under Investigation,
1331,1332,48577,Spring Garden Farm Mulch production is causing noise and unbearable dust.,Fugitive Dust/Particulate Matter,2021-08-14,2021-08-14,Montgomery,2023-01-25,Incident Closed-Managed,20833
1332,1333,48576,Concerns regarding smoke and odor emanating from the former Bainbridge Naval Training Center in Port Deposit.,"Air, Open Burning, Smoke",2021-08-12,2021-08-12,Cecil,2021-09-17,Incident Closed-Managed,21904
1333,1334,48574,"Odors and soot coming from the former Bainbridge Naval Training Site. Strong toxic ""smell"" in the air.","Air, Odor, Open Burning",2021-08-12,2021-08-12,Cecil,2021-09-17,Incident Closed-Managed,21904
1334,1335,48572,Trash Truck producing black smoke from exhaust on Route 140 in Westminster.,Smoke,2021-08-12,2021-08-11,Carroll,2021-08-13,Incident Closed-Managed,21046
1335,1336,48571,Smoke coming from stack,Smoke,2021-08-09,2021-08-07,Baltimore,2021-08-07,Incident Closed-Managed,21228
1336,1337,48565,Odor along North Point Road,Odor,2021-07-09,2021-07-09,Baltimore,2022-01-27,Incident Closed-Managed,21222
1337,1338,48564,Odor Complaint,Odor,2021-08-10,2021-08-07,Dorchester,2021-08-07,Incident Closed - No further action,21835
1338,1339,48563,Odor Complaint,Odor,2021-08-10,2021-08-07,Dorchester,2021-08-07,Incident Closed - No further action,21835
1339,1340,48561,Odor Complaint,Odor,2021-08-09,2021-08-01,Dorchester,2021-08-01,Incident Closed - No further action,21835
1340,1341,48560,Odor Complaint,Odor,2021-08-09,2021-07-28,Dorchester,2021-07-28,Incident Closed - No further action,21835
1341,1342,48559,Odor Complaint,Odor,2021-07-23,2021-07-23,Dorchester,2021-07-23,Incident Closed - No further action,21835
1342,1343,48550,"Complainant stated the following in the email: ""This incinerator needs to be shut down! We can't breathe in Poolesville,  Maryland tonight! what are you going to do abou it? ""","Air, Odor",2021-03-02,,Montgomery,2021-08-06,Incident Closed - No further action,
1343,1344,48549,Odor from neighbor pouring gasoline or oil onto their yard to kill weeds.,Air,2021-08-06,2021-08-05,Anne Arundel,2021-08-06,Incident Closed-No Violation Observed,21060
1344,1345,48548,Odor created from a neighbor pouring gasoline or oil onto their yard to kill weeds.,Air,2021-08-05,2021-08-05,Anne Arundel,2021-08-05,Incident Closed-No Violation Observed,21060
1345,1346,48543,smell of exhaust/ noise on Route 70,Other,2021-08-03,2021-08-03,Howard,2021-08-18,Incident Closed-Managed,
1346,1347,48542,"Concerned with dust, traffic, and noise associated with Spring Garden Farm mulch production next -door.","Air, Fugitive Dust/Particulate Matter",2021-08-02,2021-08-02,Montgomery,2023-01-25,Incident Closed-Managed,20833
1347,1348,48530,odor in Cheverly area and also loud noise in the area,Other,2021-07-22,2021-07-22,Prince George's,2021-07-30,Incident Closed-Managed,
1348,1349,48529,"Landscape Company spraying for mosquitoes at neighbor's yard, creating odor and residue getting on her vegetable garden.",Air,2021-07-30,2021-07-29,Anne Arundel,2021-07-30,Incident Closed-No Violation Observed,
1349,1350,48525,Dust issues,Fugitive Dust/Particulate Matter,2021-07-28,2021-07-28,Harford,2022-03-03,Incident Closed-No Violation Observed,21085
1350,1351,48524,Dust,Fugitive Dust/Particulate Matter,2021-07-28,2021-07-28,Harford,2021-07-29,Incident Closed-No Violation Observed,21085
1351,1352,48523,Dust issues,Fugitive Dust/Particulate Matter,2021-07-27,2021-07-27,Harford,2021-07-29,Incident Closed-No Violation Observed,21085
1352,1353,48512,Air monitoring equipment/request for crop overspray,Air,2021-07-27,2021-07-27,Caroline,2022-03-08,Incident Closed-Managed,
1353,1354,48508,"The complainant has concerns related to dust, noise, and truck traffic at the next-door business, Spring Garden Farm Mulch.","Air, Fugitive Dust/Particulate Matter",2021-07-22,2021-07-22,Montgomery,,Referred to Outside Agency,20833
1354,1355,38502,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-17,2021-07-17,Baltimore City,2021-07-22,Incident Closed-Managed,
1355,1356,38501,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-15,2021-07-15,Baltimore City,2021-07-22,Incident Closed-Managed,
1356,1357,38489,Dust from Allan Myers,Fugitive Dust/Particulate Matter,2021-07-20,2021-07-20,Harford,2021-07-22,Incident Closed-No Violation Observed,21085
1357,1358,38475,Smell of burning oil in Cheverly area,Other,2021-07-09,2021-07-09,Prince George's,2021-07-16,Incident Closed-Managed,
1358,1359,38474,Strong industrial smell of burning oil in the Cheverly area,Other,2021-07-08,2021-07-08,Prince George's,2021-07-16,Incident Closed-Managed,
1359,1360,38466,Smoke from open burning of trash.,Air,2021-07-15,2021-07-15,Anne Arundel,2021-07-19,Incident Closed-Managed,21401
1360,1361,38464,Townhouse neighbors.  Odor from neighbor's smoking things and burning incense candles.  Complainant called about smoke from neighbor's grill on 6/7/21.,Air,2021-07-15,2021-07-07,Anne Arundel,,Under Investigation,20764
1361,1362,38463,Acid stolen from Plant and dumped into water run-off sewers and creates an odor.  Acid sprayed in the Pinefield neighborhood & surrounding areas.,Air,2021-07-14,2021-07-13,Charles,,Under Investigation,20601
1362,1363,38458,Odor from a seafood business.,Air,2021-07-14,2021-06-30,Anne Arundel,2021-07-16,Incident Closed-No Violation Observed,20764
1363,1364,38454,Dusting from the reclaim piles at National Gypsum continues to be uncontrolled.  The water truck was only used once in the past week.,Air,2021-07-13,,Baltimore City,,Under Investigation,21224
1364,1365,38452,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-05,2021-07-05,Baltimore City,2021-07-13,Incident Closed-Managed,
1365,1366,38451,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-11,2021-07-11,Baltimore City,2021-07-13,Incident Closed-Managed,
1366,1367,38450,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-10,2021-07-10,Baltimore City,2021-07-13,Incident Closed-Managed,
1367,1368,38441,Smell of Hydrogen sulfide from tenant apartment,Other,2021-07-09,2021-07-09,Prince George's,2021-07-09,Incident Closed-Managed,
1368,1369,38440,Dust from Staging Site,Fugitive Dust/Particulate Matter,2021-06-17,2021-06-10,Allegany,2021-07-09,Incident Closed - No further action,21502
1369,1370,38430,"National Gypsum only ran the water truck twice since last week,  They have been stirring up dust yesterday and today.",Air,2021-07-07,2021-07-06,Baltimore City,2021-07-07,Incident Closed-Managed,21224
1370,1371,38426,Sickling odor in the Cheverly area,Other,2021-07-02,2021-07-02,Prince George's,2021-07-06,Incident Closed-Managed,
1371,1372,38423,She has a sample and wants it to be tested for Asbestos.,Asbestos Complaint,2021-06-29,2021-06-29,Baltimore City,2021-07-02,Incident Closed - No further action,
1372,1373,38422,He smells an industrial odor in the residential neighborhood.,Odor,2021-06-24,2021-06-24,Baltimore City,2021-07-02,Incident Closed-Managed,
1373,1374,38421,He smells an industrial odor in the residential neighborhood.,Odor,2021-06-23,2021-06-23,Baltimore City,2021-07-02,Incident Closed-Managed,
1374,1375,38417,Bad odors,Odor,2021-07-01,2021-07-01,Worcester,2022-03-08,Incident Closed-Managed,21811
1375,1376,38411,Mr. Kenneth Frankhouse left a message on H. Janssen's work phone.  There is a pile of broken up sheetrock creating a dust cloud when it is loaded into trucks.  The dust cloud is making it difficult to breathe and tearing up the paint on cars.  It looks like it is snowing down here. The have a water truck but they don't use it.,Air,2021-06-30,,Baltimore City,2021-07-13,Incident Closed-Managed,21224
1376,1377,38397,Has questions re: the safety of pesticides being sprayed on farm field across the road from complainant's property,Agricultural,2021-06-25,2021-06-25,Queen Anne's,2022-03-08,Incident Closed-Managed,
1377,1378,38393,Piling Dirt near a Stream,Illegal Dumping,2021-06-22,,Allegany,,Referred to WMA,21502
1378,1379,38392,Odor Complaint,Odor,2021-06-16,2021-06-16,,2021-06-16,Incident Closed - No further action,
1379,1380,38391,Sweeper truck creating dust in the parking lot.,Air,2021-06-24,2021-06-23,Anne Arundel,,Under Investigation,21061
1380,1381,38384,Neighbor's diesel vehicle repair business has vehicles idling for long periods of time.,Air,2021-06-21,2021-06-21,Cecil,,Referred to Outside Agency,
